snapshot_row_id,family,start_seconds,start_utc,end_seconds,end_utc,read_seconds,read_utc,write_seconds,write_utc,hfStart_seconds,hfStart_utc,hfEnd_seconds,hfEnd_utc,observedStop,hf_before_read,read_to_hf_hours
263,HPIM,282277.992,2026-07-09T06:24:37.992000+00:00,353591.0,2026-07-10T02:13:11+00:00,347157.714,2026-07-10T00:25:57.714000+00:00,347373.351,2026-07-10T00:29:33.351000+00:00,,,,,False,False,
264,HPIM,283068.611,2026-07-09T06:37:48.611000+00:00,354997.0,2026-07-10T02:36:37+00:00,337543.733,2026-07-09T21:45:43.733000+00:00,339466.369,2026-07-09T22:17:46.369000+00:00,,,,,False,False,
265,HPIM,281603.005,2026-07-09T06:13:23.005000+00:00,356191.0,2026-07-10T02:56:31+00:00,328580.743,2026-07-09T19:16:20.743000+00:00,328884.825,2026-07-09T19:21:24.825000+00:00,,,,,False,False,
266,HPIM,282973.0,2026-07-09T06:36:13+00:00,356208.0,2026-07-10T02:56:48+00:00,350317.5,2026-07-10T01:18:37.500000+00:00,350732.629,2026-07-10T01:25:32.629000+00:00,,,,,False,False,
267,HPIM,281798.266,2026-07-09T06:16:38.266000+00:00,357228.384,2026-07-10T03:13:48.384000+00:00,334088.44,2026-07-09T20:48:08.440000+00:00,334297.015,2026-07-09T20:51:37.015000+00:00,,,,,False,False,
268,HPIM,281807.535,2026-07-09T06:16:47.535000+00:00,358235.965,2026-07-10T03:30:35.965000+00:00,288251.6,2026-07-09T08:04:11.600000+00:00,293462.655,2026-07-09T09:31:02.655000+00:00,294673.272,2026-07-09T09:51:13.272000+00:00,358235.965,2026-07-10T03:30:35.965000+00:00,False,False,1.7837977777777834
269,HPIM,283250.938,2026-07-09T06:40:50.938000+00:00,359032.0,2026-07-10T03:43:52+00:00,329133.169,2026-07-09T19:25:33.169000+00:00,330165.587,2026-07-09T19:42:45.587000+00:00,,,,,False,False,
270,HPIM,281734.524,2026-07-09T06:15:34.524000+00:00,359587.0,2026-07-10T03:53:07+00:00,327869.25,2026-07-09T19:04:29.250000+00:00,328776.586,2026-07-09T19:19:36.586000+00:00,,,,,False,False,
271,HPIM,282195.818,2026-07-09T06:23:15.818000+00:00,361243.0,2026-07-10T04:20:43+00:00,292316.899,2026-07-09T09:11:56.899000+00:00,293065.711,2026-07-09T09:24:25.711000+00:00,,,,,False,False,
272,HPIM,282261.02,2026-07-09T06:24:21.020000+00:00,361683.0,2026-07-10T04:28:03+00:00,331497.0,2026-07-09T20:04:57+00:00,332161.768,2026-07-09T20:16:01.768000+00:00,,,,,False,False,
273,HPIM,281595.86,2026-07-09T06:13:15.860000+00:00,362246.0,2026-07-10T04:37:26+00:00,293879.588,2026-07-09T09:37:59.588000+00:00,294027.513,2026-07-09T09:40:27.513000+00:00,,,,,False,False,
274,HPIM,281594.051,2026-07-09T06:13:14.051000+00:00,363330.0,2026-07-10T04:55:30+00:00,298581.329,2026-07-09T10:56:21.329000+00:00,298741.327,2026-07-09T10:59:01.327000+00:00,,,,,False,False,
275,HPIM,281593.593,2026-07-09T06:13:13.593000+00:00,363989.376,2026-07-10T05:06:29.376000+00:00,323133.369,2026-07-09T17:45:33.369000+00:00,323495.596,2026-07-09T17:51:35.596000+00:00,,,,,False,False,
276,HPIM,281917.708,2026-07-09T06:18:37.708000+00:00,364355.075,2026-07-10T05:12:35.075000+00:00,348045.916,2026-07-10T00:40:45.916000+00:00,348945.644,2026-07-10T00:55:45.644000+00:00,,,,,False,False,
277,HPIM,283075.007,2026-07-09T06:37:55.007000+00:00,366254.0,2026-07-10T05:44:14+00:00,341193.458,2026-07-09T22:46:33.458000+00:00,341682.955,2026-07-09T22:54:42.955000+00:00,,,,,False,False,
278,HPIM,281595.454,2026-07-09T06:13:15.454000+00:00,366376.676,2026-07-10T05:46:16.676000+00:00,311952.081,2026-07-09T14:39:12.081000+00:00,312798.419,2026-07-09T14:53:18.419000+00:00,,,,,False,False,
279,HPIM,282502.463,2026-07-09T06:28:22.463000+00:00,367947.0,2026-07-10T06:12:27+00:00,321847.535,2026-07-09T17:24:07.535000+00:00,323004.042,2026-07-09T17:43:24.042000+00:00,,,,,False,False,
280,HPIM,283608.168,2026-07-09T06:46:48.168000+00:00,368758.0,2026-07-10T06:25:58+00:00,320275.875,2026-07-09T16:57:55.875000+00:00,320636.818,2026-07-09T17:03:56.818000+00:00,,,,,False,False,
281,HPIM,281931.252,2026-07-09T06:18:51.252000+00:00,369292.0,2026-07-10T06:34:52+00:00,340944.836,2026-07-09T22:42:24.836000+00:00,341628.522,2026-07-09T22:53:48.522000+00:00,,,,,False,False,
282,HPIM,282426.891,2026-07-09T06:27:06.891000+00:00,369734.0,2026-07-10T06:42:14+00:00,305977.327,2026-07-09T12:59:37.327000+00:00,306780.205,2026-07-09T13:13:00.205000+00:00,,,,,False,False,
283,HPIM,283258.222,2026-07-09T06:40:58.222000+00:00,371334.0,2026-07-10T07:08:54+00:00,351870.445,2026-07-10T01:44:30.445000+00:00,352547.833,2026-07-10T01:55:47.833000+00:00,,,,,False,False,
284,HPIM,281632.322,2026-07-09T06:13:52.322000+00:00,371493.0,2026-07-10T07:11:33+00:00,296905.631,2026-07-09T10:28:25.631000+00:00,297358.712,2026-07-09T10:35:58.712000+00:00,308495.262,2026-07-09T13:41:35.262000+00:00,316846.152,2026-07-09T16:00:46.152000+00:00,True,False,3.2193419444444427
285,HPIM,281521.622,2026-07-09T06:12:01.622000+00:00,371705.992,2026-07-10T07:15:05.992000+00:00,327054.829,2026-07-09T18:50:54.829000+00:00,328855.217,2026-07-09T19:20:55.217000+00:00,,,,,False,False,
286,HPIM,283690.042,2026-07-09T06:48:10.042000+00:00,371884.0,2026-07-10T07:18:04+00:00,343191.773,2026-07-09T23:19:51.773000+00:00,343826.106,2026-07-09T23:30:26.106000+00:00,,,,,False,False,
287,HPIM,281606.868,2026-07-09T06:13:26.868000+00:00,373645.0,2026-07-10T07:47:25+00:00,356698.799,2026-07-10T03:04:58.799000+00:00,356953.649,2026-07-10T03:09:13.649000+00:00,,,,,False,False,
288,HPIM,281599.856,2026-07-09T06:13:19.856000+00:00,374158.963,2026-07-10T07:55:58.963000+00:00,345992.354,2026-07-10T00:06:32.354000+00:00,362827.452,2026-07-10T04:47:07.452000+00:00,,,,,False,False,
289,HPIM,282037.499,2026-07-09T06:20:37.499000+00:00,374382.0,2026-07-10T07:59:42+00:00,302278.107,2026-07-09T11:57:58.107000+00:00,315186.342,2026-07-09T15:33:06.342000+00:00,,,,,False,False,
290,HPIM,281589.875,2026-07-09T06:13:09.875000+00:00,375304.0,2026-07-10T08:15:04+00:00,374861.463,2026-07-10T08:07:41.463000+00:00,374834.579,2026-07-10T08:07:14.579000+00:00,,,,,False,False,
291,HPIM,282013.11,2026-07-09T06:20:13.110000+00:00,375672.753,2026-07-10T08:21:12.753000+00:00,301599.037,2026-07-09T11:46:39.037000+00:00,302009.067,2026-07-09T11:53:29.067000+00:00,312721.138,2026-07-09T14:52:01.138000+00:00,375672.753,2026-07-10T08:21:12.753000+00:00,False,False,3.0894724999999905
292,HPIM,281665.988,2026-07-09T06:14:25.988000+00:00,376351.2,2026-07-10T08:32:31.200000+00:00,288118.257,2026-07-09T08:01:58.257000+00:00,288320.666,2026-07-09T08:05:20.666000+00:00,,,,,False,False,
293,HPIM,281594.445,2026-07-09T06:13:14.445000+00:00,377391.069,2026-07-10T08:49:51.069000+00:00,361389.382,2026-07-10T04:23:09.382000+00:00,361516.443,2026-07-10T04:25:16.443000+00:00,,,,,False,False,
294,HPIM,281666.955,2026-07-09T06:14:26.955000+00:00,378221.718,2026-07-10T09:03:41.718000+00:00,375796.989,2026-07-10T08:23:16.989000+00:00,376875.301,2026-07-10T08:41:15.301000+00:00,,,,,False,False,
295,HPIM,282094.59,2026-07-09T06:21:34.590000+00:00,378695.409,2026-07-10T09:11:35.409000+00:00,308893.071,2026-07-09T13:48:13.071000+00:00,309348.789,2026-07-09T13:55:48.789000+00:00,,,,,False,False,
296,HPIM,281793.566,2026-07-09T06:16:33.566000+00:00,379149.0,2026-07-10T09:19:09+00:00,301453.401,2026-07-09T11:44:13.401000+00:00,302051.293,2026-07-09T11:54:11.293000+00:00,,,,,False,False,
297,HPIM,281597.696,2026-07-09T06:13:17.696000+00:00,380563.197,2026-07-10T09:42:43.197000+00:00,358112.29,2026-07-10T03:28:32.290000+00:00,358315.199,2026-07-10T03:31:55.199000+00:00,,,,,False,False,
298,HPIM,281957.909,2026-07-09T06:19:17.909000+00:00,381091.334,2026-07-10T09:51:31.334000+00:00,307686.223,2026-07-09T13:28:06.223000+00:00,307821.938,2026-07-09T13:30:21.938000+00:00,,,,,False,False,
299,HPIM,281668.089,2026-07-09T06:14:28.089000+00:00,381550.056,2026-07-10T09:59:10.056000+00:00,343213.242,2026-07-09T23:20:13.242000+00:00,344161.108,2026-07-09T23:36:01.108000+00:00,,,,,False,False,
300,HPIM,283296.822,2026-07-09T06:41:36.822000+00:00,382930.0,2026-07-10T10:22:10+00:00,314479.172,2026-07-09T15:21:19.172000+00:00,315283.932,2026-07-09T15:34:43.932000+00:00,,,,,False,False,
301,HPIM,281601.15,2026-07-09T06:13:21.150000+00:00,385505.814,2026-07-10T11:05:05.814000+00:00,319241.542,2026-07-09T16:40:41.542000+00:00,319713.999,2026-07-09T16:48:33.999000+00:00,,,,,False,False,
302,HPIM,281719.289,2026-07-09T06:15:19.289000+00:00,387720.85,2026-07-10T11:42:00.850000+00:00,289543.459,2026-07-09T08:25:43.459000+00:00,289668.555,2026-07-09T08:27:48.555000+00:00,,,,,False,False,
303,HPIM,281599.208,2026-07-09T06:13:19.208000+00:00,388945.0,2026-07-10T12:02:25+00:00,350327.804,2026-07-10T01:18:47.804000+00:00,351099.122,2026-07-10T01:31:39.122000+00:00,,,,,False,False,
304,HPIM,281692.874,2026-07-09T06:14:52.874000+00:00,389013.934,2026-07-10T12:03:33.934000+00:00,323980.301,2026-07-09T17:59:40.301000+00:00,324502.772,2026-07-09T18:08:22.772000+00:00,,,,,False,False,
305,HPIM,281782.416,2026-07-09T06:16:22.416000+00:00,389184.0,2026-07-10T12:06:24+00:00,342486.736,2026-07-09T23:08:06.736000+00:00,343363.29,2026-07-09T23:22:43.290000+00:00,,,,,False,False,
306,HPIM,282012.176,2026-07-09T06:20:12.176000+00:00,389292.0,2026-07-10T12:08:12+00:00,327418.454,2026-07-09T18:56:58.454000+00:00,327779.006,2026-07-09T19:02:59.006000+00:00,,,,,False,False,
307,HPIM,281598.675,2026-07-09T06:13:18.675000+00:00,389879.0,2026-07-10T12:17:59+00:00,337369.76,2026-07-09T21:42:49.760000+00:00,337576.817,2026-07-09T21:46:16.817000+00:00,384504.672,2026-07-10T10:48:24.672000+00:00,389879.0,2026-07-10T12:17:59+00:00,False,False,13.093031111111115
308,HPIM,282612.473,2026-07-09T06:30:12.473000+00:00,392828.215,2026-07-10T13:07:08.215000+00:00,289496.923,2026-07-09T08:24:56.923000+00:00,320567.35,2026-07-09T17:02:47.350000+00:00,,,,,False,False,
309,HPIM,281616.482,2026-07-09T06:13:36.482000+00:00,393582.0,2026-07-10T13:19:42+00:00,334215.171,2026-07-09T20:50:15.171000+00:00,340374.621,2026-07-09T22:32:54.621000+00:00,,,,,False,False,
310,HPIM,281727.657,2026-07-09T06:15:27.657000+00:00,398853.0,2026-07-10T14:47:33+00:00,297801.237,2026-07-09T10:43:21.237000+00:00,298362.235,2026-07-09T10:52:42.235000+00:00,,,,,False,False,
311,HPIM,281947.898,2026-07-09T06:19:07.898000+00:00,402642.657,2026-07-10T15:50:42.657000+00:00,365174.338,2026-07-10T05:26:14.338000+00:00,366261.028,2026-07-10T05:44:21.028000+00:00,,,,,False,False,
312,HPIM,281666.491,2026-07-09T06:14:26.491000+00:00,403572.0,2026-07-10T16:06:12+00:00,284222.917,2026-07-09T06:57:02.917000+00:00,285551.81,2026-07-09T07:19:11.810000+00:00,,,,,False,False,
313,HPIM,281588.923,2026-07-09T06:13:08.923000+00:00,408749.037,2026-07-10T17:32:29.037000+00:00,306009.244,2026-07-09T13:00:09.244000+00:00,307006.016,2026-07-09T13:16:46.016000+00:00,,,,,False,False,
314,HPIM,281722.267,2026-07-09T06:15:22.267000+00:00,408759.0,2026-07-10T17:32:39+00:00,350656.007,2026-07-10T01:24:16.007000+00:00,350772.344,2026-07-10T01:26:12.344000+00:00,,,,,False,False,
315,HPIM,281651.643,2026-07-09T06:14:11.643000+00:00,409237.0,2026-07-10T17:40:37+00:00,286785.689,2026-07-09T07:39:45.689000+00:00,287365.817,2026-07-09T07:49:25.817000+00:00,288717.051,2026-07-09T08:11:57.051000+00:00,409237.0,2026-07-10T17:40:37+00:00,False,False,0.5364894444444346
316,HPIM,281612.876,2026-07-09T06:13:32.876000+00:00,413297.0,2026-07-10T18:48:17+00:00,305150.664,2026-07-09T12:45:50.664000+00:00,333382.101,2026-07-09T20:36:22.101000+00:00,,,,,False,False,
317,HPIM,281608.173,2026-07-09T06:13:28.173000+00:00,424861.0,2026-07-10T22:01:01+00:00,312392.764,2026-07-09T14:46:32.764000+00:00,312510.981,2026-07-09T14:48:30.981000+00:00,,,,,False,False,
318,HPIM,281590.27,2026-07-09T06:13:10.270000+00:00,424869.0,2026-07-10T22:01:09+00:00,301072.579,2026-07-09T11:37:52.579000+00:00,301239.103,2026-07-09T11:40:39.103000+00:00,,,,,False,False,
319,HPIM,281718.785,2026-07-09T06:15:18.785000+00:00,424880.0,2026-07-10T22:01:20+00:00,299792.64,2026-07-09T11:16:32.640000+00:00,300105.042,2026-07-09T11:21:45.042000+00:00,,,,,False,False,
320,HPIM,281601.05,2026-07-09T06:13:21.050000+00:00,425113.0,2026-07-10T22:05:13+00:00,308898.2,2026-07-09T13:48:18.200000+00:00,309133.052,2026-07-09T13:52:13.052000+00:00,,,,,False,False,
321,HPIM,282167.263,2026-07-09T06:22:47.263000+00:00,425252.0,2026-07-10T22:07:32+00:00,302365.865,2026-07-09T11:59:25.865000+00:00,302582.613,2026-07-09T12:03:02.613000+00:00,,,,,False,False,
322,HPIM,281602.691,2026-07-09T06:13:22.691000+00:00,425451.0,2026-07-10T22:10:51+00:00,382493.632,2026-07-10T10:14:53.632000+00:00,382790.033,2026-07-10T10:19:50.033000+00:00,,,,,False,False,
323,HPIM,281695.9,2026-07-09T06:14:55.900000+00:00,425864.0,2026-07-10T22:17:44+00:00,318538.018,2026-07-09T16:28:58.018000+00:00,318639.323,2026-07-09T16:30:39.323000+00:00,,,,,False,False,
324,HPIM,281587.473,2026-07-09T06:13:07.473000+00:00,426529.0,2026-07-10T22:28:49+00:00,343640.176,2026-07-09T23:27:20.176000+00:00,343810.819,2026-07-09T23:30:10.819000+00:00,,,,,False,False,
325,HPIM,281593.992,2026-07-09T06:13:13.992000+00:00,427034.0,2026-07-10T22:37:14+00:00,384438.624,2026-07-10T10:47:18.624000+00:00,384935.103,2026-07-10T10:55:35.103000+00:00,,,,,False,False,
326,HPIM,283063.918,2026-07-09T06:37:43.918000+00:00,428226.0,2026-07-10T22:57:06+00:00,331912.801,2026-07-09T20:11:52.801000+00:00,332096.013,2026-07-09T20:14:56.013000+00:00,,,,,False,False,
327,HPIM,281742.515,2026-07-09T06:15:42.515000+00:00,434430.0,2026-07-11T00:40:30+00:00,321549.583,2026-07-09T17:19:09.583000+00:00,324104.03,2026-07-09T18:01:44.030000+00:00,,,,,False,False,
328,HPIM,281595.945,2026-07-09T06:13:15.945000+00:00,434561.0,2026-07-11T00:42:41+00:00,323086.463,2026-07-09T17:44:46.463000+00:00,323616.567,2026-07-09T17:53:36.567000+00:00,,,,,False,False,
329,HPIM,281602.996,2026-07-09T06:13:22.996000+00:00,434615.0,2026-07-11T00:43:35+00:00,307787.347,2026-07-09T13:29:47.347000+00:00,308095.565,2026-07-09T13:34:55.565000+00:00,,,,,False,False,
330,HPIM,281729.172,2026-07-09T06:15:29.172000+00:00,436396.0,2026-07-11T01:13:16+00:00,345388.626,2026-07-09T23:56:28.626000+00:00,345670.873,2026-07-10T00:01:10.873000+00:00,348024.462,2026-07-10T00:40:24.462000+00:00,436396.0,2026-07-11T01:13:16+00:00,False,False,0.7321766666666695
331,HPIM,282971.541,2026-07-09T06:36:11.541000+00:00,437415.0,2026-07-11T01:30:15+00:00,372196.07,2026-07-10T07:23:16.070000+00:00,372502.392,2026-07-10T07:28:22.392000+00:00,,,,,False,False,
332,HPIM,281744.769,2026-07-09T06:15:44.769000+00:00,437447.0,2026-07-11T01:30:47+00:00,311178.693,2026-07-09T14:26:18.693000+00:00,311749.223,2026-07-09T14:35:49.223000+00:00,318652.868,2026-07-09T16:30:52.868000+00:00,437447.0,2026-07-11T01:30:47+00:00,False,False,2.076159722222219
333,HPIM,281623.843,2026-07-09T06:13:43.843000+00:00,438067.0,2026-07-11T01:41:07+00:00,403040.918,2026-07-10T15:57:20.918000+00:00,411902.061,2026-07-10T18:25:02.061000+00:00,,,,,False,False,
334,HPIM,281633.085,2026-07-09T06:13:53.085000+00:00,439133.0,2026-07-11T01:58:53+00:00,385305.233,2026-07-10T11:01:45.233000+00:00,385659.465,2026-07-10T11:07:39.465000+00:00,,,,,False,False,
335,HPIM,281605.738,2026-07-09T06:13:25.738000+00:00,440795.0,2026-07-11T02:26:35+00:00,344891.459,2026-07-09T23:48:11.459000+00:00,347721.875,2026-07-10T00:35:21.875000+00:00,,,,,False,False,
336,HPIM,281602.611,2026-07-09T06:13:22.611000+00:00,441296.222,2026-07-11T02:34:56.222000+00:00,339917.392,2026-07-09T22:25:17.392000+00:00,340310.5,2026-07-09T22:31:50.500000+00:00,,,,,False,False,
337,HPIM,283084.0,2026-07-09T06:38:04+00:00,441560.0,2026-07-11T02:39:20+00:00,297011.0,2026-07-09T10:30:11+00:00,297151.314,2026-07-09T10:32:31.314000+00:00,,,,,False,False,
338,HPIM,281599.122,2026-07-09T06:13:19.122000+00:00,441958.0,2026-07-11T02:45:58+00:00,286919.496,2026-07-09T07:41:59.496000+00:00,287442.062,2026-07-09T07:50:42.062000+00:00,295651.76,2026-07-09T10:07:31.760000+00:00,441958.0,2026-07-11T02:45:58+00:00,False,False,2.425628888888896
339,HPIM,281602.349,2026-07-09T06:13:22.349000+00:00,443920.0,2026-07-11T03:18:40+00:00,292681.598,2026-07-09T09:18:01.598000+00:00,293607.006,2026-07-09T09:33:27.006000+00:00,,,,,False,False,
340,HPIM,281938.584,2026-07-09T06:18:58.584000+00:00,445872.385,2026-07-11T03:51:12.385000+00:00,343007.093,2026-07-09T23:16:47.093000+00:00,343286.945,2026-07-09T23:21:26.945000+00:00,,,,,False,False,
341,HPIM,281913.449,2026-07-09T06:18:33.449000+00:00,451522.69,2026-07-11T05:25:22.690000+00:00,325881.686,2026-07-09T18:31:21.686000+00:00,326105.501,2026-07-09T18:35:05.501000+00:00,332400.496,2026-07-09T20:20:00.496000+00:00,451522.69,2026-07-11T05:25:22.690000+00:00,False,False,1.810780555555555
342,HPIM,283040.0,2026-07-09T06:37:20+00:00,453116.0,2026-07-11T05:51:56+00:00,399329.666,2026-07-10T14:55:29.666000+00:00,399753.853,2026-07-10T15:02:33.853000+00:00,,,,,False,False,
343,HPIM,281715.95,2026-07-09T06:15:15.950000+00:00,455035.0,2026-07-11T06:23:55+00:00,302380.29,2026-07-09T11:59:40.290000+00:00,302479.712,2026-07-09T12:01:19.712000+00:00,,,,,False,False,
344,HPIM,281603.914,2026-07-09T06:13:23.914000+00:00,455333.025,2026-07-11T06:28:53.025000+00:00,334377.414,2026-07-09T20:52:57.414000+00:00,334580.069,2026-07-09T20:56:20.069000+00:00,,,,,False,False,
345,HPIM,281588.974,2026-07-09T06:13:08.974000+00:00,456447.223,2026-07-11T06:47:27.223000+00:00,308539.995,2026-07-09T13:42:19.995000+00:00,308779.122,2026-07-09T13:46:19.122000+00:00,,,,,False,False,
346,HPIM,281601.562,2026-07-09T06:13:21.562000+00:00,457840.0,2026-07-11T07:10:40+00:00,367614.395,2026-07-10T06:06:54.395000+00:00,368190.83,2026-07-10T06:16:30.830000+00:00,,,,,False,False,
347,HPIM,281719.862,2026-07-09T06:15:19.862000+00:00,459720.878,2026-07-11T07:42:00.878000+00:00,287123.66,2026-07-09T07:45:23.660000+00:00,287460.654,2026-07-09T07:51:00.654000+00:00,,,,,False,False,
348,HPIM,281626.268,2026-07-09T06:13:46.268000+00:00,460230.256,2026-07-11T07:50:30.256000+00:00,437186.199,2026-07-11T01:26:26.199000+00:00,437947.821,2026-07-11T01:39:07.821000+00:00,,,,,False,False,
349,HPIM,281604.545,2026-07-09T06:13:24.545000+00:00,462043.425,2026-07-11T08:20:43.425000+00:00,344307.593,2026-07-09T23:38:27.593000+00:00,344581.343,2026-07-09T23:43:01.343000+00:00,381536.5,2026-07-10T09:58:56.500000+00:00,462043.425,2026-07-11T08:20:43.425000+00:00,False,False,10.341363055555558
350,HPIM,282352.235,2026-07-09T06:25:52.235000+00:00,462485.0,2026-07-11T08:28:05+00:00,373569.133,2026-07-10T07:46:09.133000+00:00,373890.899,2026-07-10T07:51:30.899000+00:00,,,,,False,False,
351,HPIM,282210.565,2026-07-09T06:23:30.565000+00:00,462693.0,2026-07-11T08:31:33+00:00,321368.752,2026-07-09T17:16:08.752000+00:00,322400.846,2026-07-09T17:33:20.846000+00:00,387326.304,2026-07-10T11:35:26.304000+00:00,387837.258,2026-07-10T11:43:57.258000+00:00,True,False,18.32154222222223
352,HPIM,281948.798,2026-07-09T06:19:08.798000+00:00,462786.679,2026-07-11T08:33:06.679000+00:00,378671.425,2026-07-10T09:11:11.425000+00:00,379130.074,2026-07-10T09:18:50.074000+00:00,,,,,False,False,
353,HPIM,284555.877,2026-07-09T07:02:35.877000+00:00,465109.604,2026-07-11T09:11:49.604000+00:00,378837.69,2026-07-10T09:13:57.690000+00:00,,,,,,,False,False,
354,HPIM,281599.804,2026-07-09T06:13:19.804000+00:00,465347.0,2026-07-11T09:15:47+00:00,323643.244,2026-07-09T17:54:03.244000+00:00,330561.059,2026-07-09T19:49:21.059000+00:00,,,,,False,False,
355,HPIM,281997.355,2026-07-09T06:19:57.355000+00:00,465935.089,2026-07-11T09:25:35.089000+00:00,321891.865,2026-07-09T17:24:51.865000+00:00,323023.602,2026-07-09T17:43:43.602000+00:00,457663.444,2026-07-11T07:07:43.444000+00:00,465935.089,2026-07-11T09:25:35.089000+00:00,False,False,37.71432750000001
356,HPIM,281599.003,2026-07-09T06:13:19.003000+00:00,469277.079,2026-07-11T10:21:17.079000+00:00,453381.784,2026-07-11T05:56:21.784000+00:00,454780.587,2026-07-11T06:19:40.587000+00:00,467649.807,2026-07-11T09:54:09.807000+00:00,467658.884,2026-07-11T09:54:18.884000+00:00,True,False,3.9633397222222184
357,HPIM,281731.963,2026-07-09T06:15:31.963000+00:00,472391.125,2026-07-11T11:13:11.125000+00:00,283933.837,2026-07-09T06:52:13.837000+00:00,284074.94,2026-07-09T06:54:34.940000+00:00,,,,,False,False,
358,HPIM,281767.486,2026-07-09T06:16:07.486000+00:00,478197.634,2026-07-11T12:49:57.634000+00:00,308210.774,2026-07-09T13:36:50.774000+00:00,308447.085,2026-07-09T13:40:47.085000+00:00,460104.742,2026-07-11T07:48:24.742000+00:00,478197.634,2026-07-11T12:49:57.634000+00:00,False,False,42.19276888888891
359,HPIM,281960.871,2026-07-09T06:19:20.871000+00:00,478934.642,2026-07-11T13:02:14.642000+00:00,290837.323,2026-07-09T08:47:17.323000+00:00,291357.789,2026-07-09T08:55:57.789000+00:00,292786.196,2026-07-09T09:19:46.196000+00:00,478934.642,2026-07-11T13:02:14.642000+00:00,False,False,0.541353611111117
360,HPIM,281787.337,2026-07-09T06:16:27.337000+00:00,479335.0,2026-07-11T13:08:55+00:00,285471.706,2026-07-09T07:17:51.706000+00:00,285800.226,2026-07-09T07:23:20.226000+00:00,303097.398,2026-07-09T12:11:37.398000+00:00,479335.0,2026-07-11T13:08:55+00:00,False,False,4.89602555555555
361,HPIM,282141.121,2026-07-09T06:22:21.121000+00:00,479634.868,2026-07-11T13:13:54.868000+00:00,316523.428,2026-07-09T15:55:23.428000+00:00,316844.994,2026-07-09T16:00:44.994000+00:00,,,,,False,False,
362,HPIM,281593.398,2026-07-09T06:13:13.398000+00:00,479837.0,2026-07-11T13:17:17+00:00,308075.814,2026-07-09T13:34:35.814000+00:00,309075.878,2026-07-09T13:51:15.878000+00:00,465126.45,2026-07-11T09:12:06.450000+00:00,479837.0,2026-07-11T13:17:17+00:00,False,False,43.62517666666667
363,HPIM,284558.002,2026-07-09T07:02:38.002000+00:00,481544.0,2026-07-11T13:45:44+00:00,357603.857,2026-07-10T03:20:03.857000+00:00,357813.738,2026-07-10T03:23:33.738000+00:00,,,,,False,False,
364,HPIM,281924.915,2026-07-09T06:18:44.915000+00:00,485346.554,2026-07-11T14:49:06.554000+00:00,312947.618,2026-07-09T14:55:47.618000+00:00,313059.701,2026-07-09T14:57:39.701000+00:00,315862.815,2026-07-09T15:44:22.815000+00:00,481981.333,2026-07-11T13:53:01.333000+00:00,True,False,0.8097769444444405
365,HPIM,281602.805,2026-07-09T06:13:22.805000+00:00,489406.767,2026-07-11T15:56:46.767000+00:00,404682.475,2026-07-10T16:24:42.475000+00:00,406322.532,2026-07-10T16:52:02.532000+00:00,,,,,False,False,
366,HPIM,281606.261,2026-07-09T06:13:26.261000+00:00,489700.956,2026-07-11T16:01:40.956000+00:00,488315.533,2026-07-11T15:38:35.533000+00:00,489335.121,2026-07-11T15:55:35.121000+00:00,,,,,False,False,
367,HPIM,282313.989,2026-07-09T06:25:13.989000+00:00,490441.528,2026-07-11T16:14:01.528000+00:00,323645.655,2026-07-09T17:54:05.655000+00:00,324400.054,2026-07-09T18:06:40.054000+00:00,487313.928,2026-07-11T15:21:53.928000+00:00,490441.528,2026-07-11T16:14:01.528000+00:00,False,False,45.463409166666665
368,HPIM,281614.156,2026-07-09T06:13:34.156000+00:00,493223.0,2026-07-11T17:00:23+00:00,340571.853,2026-07-09T22:36:11.853000+00:00,341619.941,2026-07-09T22:53:39.941000+00:00,,,,,False,False,
369,HPIM,282606.469,2026-07-09T06:30:06.469000+00:00,494374.692,2026-07-11T17:19:34.692000+00:00,348267.169,2026-07-10T00:44:27.169000+00:00,348506.319,2026-07-10T00:48:26.319000+00:00,458172.327,2026-07-11T07:16:12.327000+00:00,494374.692,2026-07-11T17:19:34.692000+00:00,False,False,30.529210555555554
370,HPIM,281596.739,2026-07-09T06:13:16.739000+00:00,498683.42,2026-07-11T18:31:23.420000+00:00,360203.772,2026-07-10T04:03:23.772000+00:00,,,,,,,False,False,
371,HPIM,282545.466,2026-07-09T06:29:05.466000+00:00,500059.0,2026-07-11T18:54:19+00:00,333755.19,2026-07-09T20:42:35.190000+00:00,333979.568,2026-07-09T20:46:19.568000+00:00,334330.711,2026-07-09T20:52:10.711000+00:00,454284.127,2026-07-11T06:11:24.127000+00:00,True,False,0.15986694444444666
372,HPIM,281566.565,2026-07-09T06:12:46.565000+00:00,502421.97,2026-07-11T19:33:41.970000+00:00,288414.404,2026-07-09T08:06:54.404000+00:00,288877.428,2026-07-09T08:14:37.428000+00:00,,,,,False,False,
373,HPIM,281805.864,2026-07-09T06:16:45.864000+00:00,505752.0,2026-07-11T20:29:12+00:00,367064.285,2026-07-10T05:57:44.285000+00:00,367546.784,2026-07-10T06:05:46.784000+00:00,,,,,False,False,
374,HPIM,281809.907,2026-07-09T06:16:49.907000+00:00,507180.0,2026-07-11T20:53:00+00:00,289909.14,2026-07-09T08:31:49.140000+00:00,290475.501,2026-07-09T08:41:15.501000+00:00,,,,,False,False,
